O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9111.00,Packaging and Filling Machine Operators and Tenders,Supplemental,16
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-8091.00,Chemical Plant and System Operators,Supplemental,17
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9011.00,Chemical Equipment Operators and Tenders,Supplemental,18
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Supplemental,19
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",49-9043.00,"Maintenance Workers, Machinery",Supplemental,20
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",17-3028.00,Calibration Technologists and Technicians,Primary-Short,1
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",49-9041.00,Industrial Machinery Mechanics,Primary-Short,2
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2022.00,Electrical and Electronic Equipment Assemblers,Primary-Short,3
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Primary-Short,4
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2023.00,Electromechanical Equipment Assemblers,Primary-Short,5
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Primary-Long,6
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2031.00,Engine and Other Machine Assemblers,Primary-Long,7
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",53-7063.00,Machine Feeders and Offbearers,Primary-Long,8
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Primary-Long,9
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Primary-Long,10
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Supplemental,11
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9191.00,Adhesive Bonding Machine Operators and Tenders,Supplemental,12
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,13
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",17-2141.00,Mechanical Engineers,Supplemental,14
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,15
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4041.00,Machinists,Supplemental,16
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Supplemental,17
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-2061.00,Timing Device Assemblers and Adjusters,Supplemental,18
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,19
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Supplemental,20
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.06,Gem and Diamond Workers,Primary-Short,1
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9194.00,Etchers and Engravers,Primary-Short,2
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Short,3
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Short,4
51-9071.00,Jewelers and Precious Stone and Metal Workers,27-1012.00,Craft Artists,Primary-Short,5
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Primary-Long,6
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-6041.00,Shoe and Leather Workers and Repairers,Primary-Long,7
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9123.00,"Painting, Coating, and Decorating Workers",Primary-Long,8
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-6051.00,"Sewers, Hand",Primary-Long,9
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-4111.00,Tool and Die Makers,Primary-Long,10
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-4062.00,"Patternmakers, Metal and Plastic",Supplemental,11
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Supplemental,12
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-2041.00,Structural Metal Fabricators and Fitters,Supplemental,13
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Supplemental,14
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9031.00,"Cutters and Trimmers, Hand",Supplemental,15
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Supplemental,16
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-4192.00,"Layout Workers, Metal and Plastic",Supplemental,17
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-7032.00,"Patternmakers, Wood",Supplemental,18
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-7021.00,Furniture Finishers,Supplemental,19
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-7011.00,Cabinetmakers and Bench Carpenters,Supplemental,20
51-9071.06,Gem and Diamond Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers,Primary-Short,1
51-9071.06,Gem and Diamond Workers,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Short,2
51-9071.06,Gem and Diamond Workers,51-9194.00,Etchers and Engravers,Primary-Short,3
51-9071.06,Gem and Diamond Workers,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Primary-Short,4
51-9071.06,Gem and Diamond Workers,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Primary-Short,5
51-9071.06,Gem and Diamond Workers,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Primary-Long,6
51-9071.06,Gem and Diamond Workers,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Primary-Long,7
51-9071.06,Gem and Diamond Workers,51-9031.00,"Cutters and Trimmers, Hand",Primary-Long,8
51-9071.06,Gem and Diamond Workers,51-4111.00,Tool and Die Makers,Primary-Long,9
51-9071.06,Gem and Diamond Workers,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Long,10
51-9071.06,Gem and Diamond Workers,51-9083.00,Ophthalmic Laboratory Technicians,Supplemental,11
51-9071.06,Gem and Diamond Workers,51-6042.00,Shoe Machine Operators and Tenders,Supplemental,12
51-9071.06,Gem and Diamond Workers,51-9123.00,"Painting, Coating, and Decorating Workers",Supplemental,13
51-9071.06,Gem and Diamond Workers,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,14
51-9071.06,Gem and Diamond Workers,49-9064.00,Watch and Clock Repairers,Supplemental,15
51-9071.06,Gem and Diamond Workers,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,16
51-9071.06,Gem and Diamond Workers,47-5051.00,"Rock Splitters, Quarry",Supplemental,17
51-9071.06,Gem and Diamond Workers,51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,18
51-9071.06,Gem and Diamond Workers,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Supplemental,19
51-9071.06,Gem and Diamond Workers,51-2061.00,Timing Device Assemblers and Adjusters,Supplemental,20
51-9081.00,Dental Laboratory Technicians,51-9082.00,Medical Appliance Technicians,Primary-Short,1
51-9081.00,Dental Laboratory Technicians,31-9091.00,Dental Assistants,Primary-Short,2
51-9081.00,Dental Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Primary-Short,3
51-9081.00,Dental Laboratory Technicians,49-9062.00,Medical Equipment Repairers,Primary-Short,4
51-9081.00,Dental Laboratory Technicians,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Short,5
51-9081.00,Dental Laboratory Technicians,17-3028.00,Calibration Technologists and Technicians,Primary-Long,6
51-9081.00,Dental Laboratory Technicians,51-9123.00,"Painting, Coating, and Decorating Workers",Primary-Long,7
51-9081.00,Dental Laboratory Technicians,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Long,8
51-9081.00,Dental Laboratory Technicians,51-7021.00,Furniture Finishers,Primary-Long,9
51-9081.00,Dental Laboratory Technicians,29-1292.00,Dental Hygienists,Primary-Long,10
51-9081.00,Dental Laboratory Technicians,29-1024.00,Prosthodontists,Supplemental,11
51-9081.00,Dental Laboratory Technicians,29-1021.00,"Dentists, General",Supplemental,12
51-9081.00,Dental Laboratory Technicians,29-1023.00,Orthodontists,Supplemental,13
51-9081.00,Dental Laboratory Technicians,29-2091.00,Orthotists and Prosthetists,Supplemental,14
51-9081.00,Dental Laboratory Technicians,29-2055.00,Surgical Technologists,Supplemental,15
51-9081.00,Dental Laboratory Technicians,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,16
51-9081.00,Dental Laboratory Technicians,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Supplemental,17
51-9081.00,Dental Laboratory Technicians,51-2041.00,Structural Metal Fabricators and Fitters,Supplemental,18
51-9081.00,Dental Laboratory Technicians,51-9194.00,Etchers and Engravers,Supplemental,19
51-9081.00,Dental Laboratory Technicians,31-9099.02,Endoscopy Technicians,Supplemental,20
51-9082.00,Medical Appliance Technicians,51-9081.00,Dental Laboratory Technicians,Primary-Short,1
51-9082.00,Medical Appliance Technicians,49-9062.00,Medical Equipment Repairers,Primary-Short,2
51-9082.00,Medical Appliance Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Primary-Short,3
51-9082.00,Medical Appliance Technicians,51-2041.00,Structural Metal Fabricators and Fitters,Primary-Short,4
51-9082.00,Medical Appliance Technicians,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Short,5
51-9082.00,Medical Appliance Technicians,29-2055.00,Surgical Technologists,Primary-Long,6
51-9082.00,Medical Appliance Technicians,17-3028.00,Calibration Technologists and Technicians,Primary-Long,7
51-9082.00,Medical Appliance Technicians,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Primary-Long,8
51-9082.00,Medical Appliance Technicians,51-2022.00,Electrical and Electronic Equipment Assemblers,Primary-Long,9
51-9082.00,Medical Appliance Technicians,31-9093.00,Medical Equipment Preparers,Primary-Long,10
51-9082.00,Medical Appliance Technicians,29-2091.00,Orthotists and Prosthetists,Supplemental,11
51-9082.00,Medical Appliance Technicians,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,12
51-9082.00,Medical Appliance Technicians,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,13
51-9082.00,Medical Appliance Technicians,51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,14
51-9082.00,Medical Appliance Technicians,31-9099.02,Endoscopy Technicians,Supplemental,15
51-9082.00,Medical Appliance Technicians,51-2023.00,Electromechanical Equipment Assemblers,Supplemental,16
51-9082.00,Medical Appliance Technicians,51-6042.00,Shoe Machine Operators and Tenders,Supplemental,17
51-9082.00,Medical Appliance Technicians,51-6051.00,"Sewers, Hand",Supplemental,18
51-9082.00,Medical Appliance Technicians,29-1243.00,Pediatric Surgeons,Supplemental,19
51-9082.00,Medical Appliance Technicians,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,20
51-9083.00,Ophthalmic Laboratory Technicians,51-9022.00,"Grinding and Polishing Workers, Hand",Primary-Short,1
51-9083.00,Ophthalmic Laboratory Technicians,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Primary-Short,2
51-9083.00,Ophthalmic Laboratory Technicians,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Primary-Short,3
51-9083.00,Ophthalmic Laboratory Technicians,51-2061.00,Timing Device Assemblers and Adjusters,Primary-Short,4
51-9083.00,Ophthalmic Laboratory Technicians,49-9061.00,Camera and Photographic Equipment Repairers,Primary-Short,5
51-9083.00,Ophthalmic Laboratory Technicians,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Primary-Long,6
51-9083.00,Ophthalmic Laboratory Technicians,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Primary-Long,7
51-9083.00,Ophthalmic Laboratory Technicians,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Primary-Long,8
51-9083.00,Ophthalmic Laboratory Technicians,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Primary-Long,9
51-9083.00,Ophthalmic Laboratory Technicians,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Primary-Long,10
51-9083.00,Ophthalmic Laboratory Technicians,29-2081.00,"Opticians, Dispensing",Supplemental,11
51-9083.00,Ophthalmic Laboratory Technicians,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Supplemental,12
51-9083.00,Ophthalmic Laboratory Technicians,51-9194.00,Etchers and Engravers,Supplemental,13
51-9083.00,Ophthalmic Laboratory Technicians,51-4111.00,Tool and Die Makers,Supplemental,14
51-9083.00,Ophthalmic Laboratory Technicians,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Supplemental,15
51-9083.00,Ophthalmic Laboratory Technicians,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,16
51-9083.00,Ophthalmic Laboratory Technicians,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Supplemental,17
51-9083.00,Ophthalmic Laboratory Technicians,17-3029.08,Photonics Technicians,Supplemental,18
51-9083.00,Ophthalmic Laboratory Technicians,51-2022.00,Electrical and Electronic Equipment Assemblers,Supplemental,19
51-9083.00,Ophthalmic Laboratory Technicians,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Supplemental,20
51-9111.00,Packaging and Filling Machine Operators and Tenders,53-7064.00,"Packers and Packagers, Hand",Primary-Short,1
51-9111.00,Packaging and Filling Machine Operators and Tenders,53-7063.00,Machine Feeders and Offbearers,Primary-Short,2
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Primary-Short,3
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Primary-Short,4
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Primary-Short,5
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Primary-Long,6
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Primary-Long,7
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Primary-Long,8
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Primary-Long,9
